Faculty,Course,Semester,Day,Time,Building,Room
מחלקה המחלקה ללשון העברית וללשונות שמיות,12814-01,א',"פרטי קורס  קולוקו מחלקתי
קוד קורס 12814-01
שם קורס באנגלית .
מחלקה המחלקה ללשון העברית וללשונות שמיות
פקולטה מדעי היהדות
סוג מפגש קולוקו רשות
מרצה פרופ' ג'יימס נתן פורד
שעות סמסטר א' - 2.00
סמסטר ב' - 2.00
נ""ז 0.00
הערה
 ב'
שעה 1600 - 1800
בניין
נלמד בזום
חדר
999
אפיונים מודל - אתר מלווה קורס
זום
תאריכי בחינות",1600 - 1800,נלמד בזום,999
מחלקה המחלקה ללשון העברית וללשונות שמיות,12817-01,א',"פרטי קורס  קולוקו מחלקתי
קוד קורס 12817-01
שם קורס באנגלית Departmental Colloquium
מחלקה המחלקה ללשון העברית וללשונות שמיות
פקולטה מדעי היהדות
סוג מפגש קולוקו רשות
מרצה פרופ' ג'יימס נתן פורד
שעות סמסטר א' - 2.00
סמסטר ב' - 2.00
נ""ז 0.00
הערה
 ב'
שעה 1600 - 1800
בניין
נלמד בזום
חדר
999
אפיונים מודל - אתר מלווה קורס
זום
תאריכי בחינות",1600 - 1800,נלמד בזום,999
מחלקה המחלקה ללשון העברית וללשונות שמיות,12819-01,א',"פרטי קורס  קולוקו מחלקתי
קוד קורס 12819-01
שם קורס באנגלית Departmental Colloquium
מחלקה המחלקה ללשון העברית וללשונות שמיות
פקולטה מדעי היהדות
סוג מפגש קולוקו רשות
מרצה פרופ' ג'יימס נתן פורד
שעות סמסטר א' - 2.00
סמסטר ב' - 2.00
נ""ז 0.00
הערה
 ב'
שעה 1600 - 1800
בניין
נלמד בזום
חדר
999
אפיונים מודל - אתר מלווה קורס
זום
תאריכי בחינות",1600 - 1800,נלמד בזום,999
מחלקה המחלקה ללשון העברית וללשונות שמיות,12848-01,א',ג',1800 - 2000,יהדות-410,6
מחלקה המחלקה ללשון העברית וללשונות שמיות,12860-01,א',ג',1400 - 1800,יהדות-410,6
מחלקה המחלקה ללשון העברית וללשונות שמיות,12861-01,ב',ג',1400 - 1800,יהדות-410,6
מחלקה המחלקה ללשון העברית וללשונות שמיות,129040-01,ב',ג',0800 - 1000,יהדות-410,6
מחלקה המחלקה ללשון העברית וללשונות שמיות,129041-01,ב',ג',0800 - 1000,יהדות-410,6
מחלקה המחלקה ללשון העברית וללשונות שמיות,12980-01,א',ג',1000 - 1200,חדר מחלקה,מחלקה
מחלקה המחלקה ללשון העברית וללשונות שמיות,12982-01,א',א',1800 - 2000,יהדות-410,6
מחלקה המחלקה ללשון העברית וללשונות שמיות,12984-01,ב',ג',0800 - 1000,יהדות-410,125
מחלקה המחלקה ללשון העברית וללשונות שמיות,12985-01,ב',ג',0800 - 1000,יהדות-410,125
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",131063-01,ב',ג',1200 - 1400,מ.ישראל-505,103
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",131190-01,ב',ד',1600 - 1800,נלמד בזום,999
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",13133-01,א',ב',1000 - 1200,מ.ישראל-507,2
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",13147-01,א',א',1000 - 1200,יהדות-410,142
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",131571-01,ב',ד',1800 - 2000,נלמד בזום,999
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",131751-01,א',ג',1200 - 1400,מ.ישראל-604,13
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",131800-01,א',ג',1000 - 1200,מ.ישראל-604,13
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",131922-01,א',ג',1600 - 1800,מ.ישראל-502,9
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",132020-01,א',ד',1400 - 1600,יהדות-403,217
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",132230-01,ב',א',1200 - 1400,מ.ישראל-505,103
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",13239-01,א',א',1200 - 1400,מ.ישראל-505,63
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",132490-01,א',ג',1000 - 1200,יהדות-410,125
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",132530-01,א',ג',1800 - 2000,מ.ישראל-505,5
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",132720-01,א',ג',1200 - 1400,מ.ישראל-507,206
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",133090-01,א',ג',1400 - 1600,מ.ישראל-507,209
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",133140-01,א',ב',1600 - 1800,מ.ישראל-505,103
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",133181-01,א',ב',1200 - 1400,מ.ישראל-505,64
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",133332-01,א',א',1400 - 1600,יהדות-410,142
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",133400-01,א',ד',1200 - 1400,יהדות-403,217
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",133670-01,א',ב',1400 - 1600,מ.ישראל-505,3
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",133771-01,א',ב',1600 - 1800,יהדות-410,125
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",133991-01,א',ב',1800 - 2000,יהדות-410,125
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",13417-01,א',ב',1000 - 1200,מ.ישראל-507,2
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",13418-01,א',א',1000 - 1200,יהדות-410,142
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",134210-01,א',ב',1400 - 1600,מ.ישראל-505,3
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",134250-01,א',ד',1400 - 1600,יהדות-403,217
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",134350-01,ב',ג',1400 - 1600,מ.ישראל-505,103
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",134862-01,א',ב',1200 - 1400,מ.ישראל-505,64
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",134931-01,א',ד',1200 - 1400,יהדות-403,217
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",134990-01,א',ג',1200 - 1400,מ.ישראל-502,25
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",135201-01,ב',א',1600 - 1800,יהדות-410,328
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",135501-01,ב',ג',1400 - 1600,יהדות-410,328
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",135582-01,א',ב',1600 - 1800,יהדות-410,328
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",13559-01,א',ג',1800 - 2000,נלמד בזום,999
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",135613-01,א',ג',1000 - 1200,מ.ישראל-502,24
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",135614-01,ב',ג',1000 - 1200,יהדות-403,66
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",135665-01,ב',א',1800 - 2000,יהדות-410,328
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",13569-01,ב',א',1400 - 1600,יהדות-410,328
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",135722-01,א',ג',1600 - 1800,מ.ישראל-502,9
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",13573-01,א',ג',1000 - 1200,מ.ישראל-604,13
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",13418-01,א',א',1000 - 1200,יהדות-410,142
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",134210-01,א',ב',1400 - 1600,מ.ישראל-505,3
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",134250-01,א',ד',1400 - 1600,יהדות-403,217
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",134350-01,ב',ג',1400 - 1600,מ.ישראל-505,103
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",134862-01,א',ב',1200 - 1400,מ.ישראל-505,64
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",134931-01,א',ד',1200 - 1400,יהדות-403,217
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",134990-01,א',ג',1200 - 1400,מ.ישראל-502,25
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",135201-01,ב',א',1600 - 1800,יהדות-410,328
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",135501-01,ב',ג',1400 - 1600,יהדות-410,328
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",135582-01,א',ב',1600 - 1800,יהדות-410,328
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",13559-01,א',ג',1800 - 2000,נלמד בזום,999
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",135613-01,א',ג',1000 - 1200,מ.ישראל-502,24
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",135614-01,ב',ג',1000 - 1200,יהדות-403,66
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",135665-01,ב',א',1800 - 2000,יהדות-410,328
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",13569-01,ב',א',1400 - 1600,יהדות-410,328
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",135722-01,א',ג',1600 - 1800,מ.ישראל-502,9
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",13573-01,א',ג',1000 - 1200,מ.ישראל-604,13
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",13575-01,א',ג',1200 - 1400,יהדות-410,328
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",135761-01,א',א',1400 - 1600,יהדות-410,328
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",13577-01,א',ד',1400 - 1600,יהדות-410,328
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",137421-01,א',ד',1200 - 1400,יהדות-410,332
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",137513-01,א',ד',1000 - 1200,יהדות-410,332
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",137574-01,ב',ד',1000 - 1200,יהדות-410,332
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",137575-01,א',ב',1800 - 2000,נלמד בזום,999
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",137593-01,א',ב',1200 - 1400,מ.ישראל-507,2
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",13779-01,א',ג',1000 - 1200,יהדות-410,332
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",13782-01,ב',ב',1400 - 1600,יהדות-410,332
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",13796-01,א',ד',1400 - 1600,יהדות-410,332
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",138007-01,א',ג',0800 - 1000,נלמד בזום,999
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",138110-01,א',ד',1800 - 2000,נלמד בזום,999
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",138150-01,א',ד',1600 - 1800,נלמד בזום,999
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",138450-01,א',ב',1000 - 1200,מ.ישראל-502,24
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",138672-01,א',ג',1200 - 1400,מ.ישראל-604,13
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",138950-01,א',ב',1600 - 1800,מ.ישראל-505,103
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",13900-01,א',ג',1000 - 1200,מ.ישראל-505,2
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",13900-02,א',ה',"1000 - 1200
1000 - 1200",יהדות-403,66
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",13901-01,א',ג',1400 - 1600,חברה-905,116
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",139032-01,א',ב',1000 - 1200,יהדות-410,328
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",139050-01,א',ב',1200 - 1400,יהדות-410,328
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",139270-01,ב',ב',1400 - 1600,יהדות-410,328
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",139302-01,א',א',1200 - 1400,יהדות-410,328
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",139422-01,א',ב',1400 - 1600,יהדות-410,328
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",139430-01,ב',ב',1600 - 1800,יהדות-410,328
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",13946-01,א',א',1200 - 1400,יהדות-410,328
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",139593-01,א',ה',1200 - 1400,נלמד בזום,999
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",139601-01,ב',ה',1200 - 1400,נלמד בזום,999
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",139782-01,ב',ב',1200 - 1400,יהדות-410,328
"מחלקה המחלקה לספרות עם ישראל ע""ש יוסף ונחום ברמן",139960-01,א',ה',1400 - 1600,נלמד בזום,999
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,160007-01,ב',ב',1000 - 1200,יהדות-410,226
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,160010-01,א',ד',1400 - 1600,מ.ישראל-604,13
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,160015-01,ב',ד',1400 - 1600,מ.ישראל-505,104
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,160027-01,א',ג',0800 - 1000,יהדות-410,226
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,160031-01,ב',ד',1200 - 1400,יהדות-410,225
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,160034-01,ב',ג',1800 - 2000,יהדות-410,225
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,160040-01,ב',ב',1000 - 1200,יהדות-410,225
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,160042-01,ב',ב',1200 - 1400,מ.ישראל-502,7
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,160050-01,ב',ב',1200 - 1400,יהדות-410,225
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,160062-01,ב',א',1200 - 1400,יהדות-410,46
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,160066-01,א',א',0800 - 1000,יהדות-410,226
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,16007-01,א',ג',1000 - 1200,יהדות-410,226
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,16016-01,א',ב',1200 - 1400,יהדות-410,225
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,16025-01,ב',ג',1600 - 1800,יהדות-410,225
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,16092-01,ב',ג',1400 - 1600,מ.ישראל-501,25
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,161020-01,א',"פרטי קורס  חיי   בעת העתיקה והשתקפותם בתרבות החומרית
קוד קורס 161020-01
שם קורס באנגלית Daily life in antiquity and its reflection in material culture
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה
פקולטה מדעי היהדות
סוג מפגש הרצאה
מרצה ד""ר עמית דגן
שעות סמסטר א' - 2.00
נ""ז 2.00
הערה
 א'
שעה 1400 - 1600
בניין
יהדות-410
חדר
46
אפיונים מודל - אתר מלווה קורס
תאריכי בחינות",1400 - 1600,יהדות-410,46
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,161025-01,ב',ג',1400 - 1600,מ.ישראל-507,102
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,161030-01,א',ב',1000 - 1200,מ.ישראל-507,102
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,161041-01,א',ב',1600 - 1800,יהדות-410,226
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,161044-01,א',ד',1600 - 1800,יהדות-410,226
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,161045-01,ב',ד',1600 - 1800,יהדות-410,225
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,161046-01,א',ד',1000 - 1200,יהדות-410,225
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,161047-01,ב',ד',1000 - 1200,יהדות-410,225
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,161050-01,א',ג',0800 - 1000,יהדות-410,225
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,161051-01,ב',ג',0800 - 1000,יהדות-410,225
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,161060-01,א',ב',1400 - 1600,יהדות-410,225
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,161061-01,ב',ב',1400 - 1600,יהדות-410,225
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,161070-01,א',ג',1400 - 1600,יהדות-410,225
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,161071-01,ב',ג',1400 - 1600,יהדות-410,225
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,161075-01,ב',ב',1600 - 1800,יהדות-410,225
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,161081-01,א',ב',1600 - 1800,יהדות-410,225
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,161082-01,א',א',1800 - 2000,מ.ישראל-505,4
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,161092-01,א',א',1400 - 1600,מ.ישראל-504,2
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,161093-01,א',א',1200 - 1400,יהדות-410,226
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,161095-01,א',ד',1000 - 1200,יהדות-410,226
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,161096-01,ב',ד',1000 - 1200,יהדות-410,226
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,161097-01,א',ג',1600 - 1800,יהדות-410,226
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,161098-01,א',ג',1600 - 1800,מ.ישראל-505,105
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,161099-01,ב',ג',1600 - 1800,מ.ישראל-508,7
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,161101-01,ב',ג',0800 - 1000,יהדות-410,226
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,161103-01,א',ב',1400 - 1600,יהדות-410,226
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,161104-01,א',ג',1000 - 1200,מ.ישראל-507,101
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,161105-01,ב',ג',1000 - 1200,יהדות-404,68
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,161106-01,א',ד',1000 - 1200,יהדות-402,63
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,161107-01,ב',ד',1000 - 1200,מ.ישראל-507,3
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,161109-01,א',ד',1400 - 1600,יהדות-410,142
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,161110-01,ב',ד',1400 - 1600,יהדות-410,142
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,161113-01,ב',ב',1400 - 1600,מ.ישראל-502,24
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,161114-01,ב',ד',1600 - 1800,מ.ישראל-505,106
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,161116-01,א',א',1200 - 1400,יהדות-404,114
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,161117-01,ב',א',1200 - 1400,יהדות-404,114
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,161118-01,א',ד',1200 - 1400,מ.ישראל-504,5
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,161119-01,ב',ד',1200 - 1400,יהדות-410,226
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,16148-01,א',ב',1000 - 1200,יהדות-410,226
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,16151-01,א',ב',0800 - 1000,יהדות-410,225
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,16152-01,א',ב',1000 - 1200,יהדות-410,225
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,16158-01,א',ד',0800 - 1000,יהדות-410,225
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,16189-01,ב',א',1000 - 1200,יהדות-410,226
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,16214-01,א',ג',1600 - 1800,יהדות-410,225
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,16215-01,ב',ג',1600 - 1800,חברה-905,116
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,16224-01,א',א',1200 - 1400,יהדות-410,46
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,16252-01,ב',א',1400 - 1800,מ.ישראל-502,26
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,16304-01,א',ב',1200 - 1400,מ.ישראל-502,24
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,16312-01,א',ג',"1000 - 1200
1000 - 1200",מ.ישראל-605,"65
61"
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,16314-01,א',א',1000 - 1200,יהדות-410,226
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,16401-01,א',ד',1200 - 1400,מ.ישראל-505,5
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,16417-01,א',ב',1600 - 1800,מ.ישראל-604,102
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,16418-01,א',א',"1400 - 1600
1400 - 1600","יהדות-410
מ.ישראל-502","226
25"
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,16427-01,ב',ד',1800 - 2000,יהדות-410,225
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,16437-01,א',ג',1400 - 1600,יהדות-410,226
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,16488-01,א',ג',1400 - 1600,מ.ישראל-505,104
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,16526-01,ב',ד',1400 - 1600,מ.ישראל-604,11
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,16528-01,א',ד',1200 - 1400,יהדות-410,225
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,16533-01,א',ד',1400 - 1600,יהדות-410,225
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,16545-01,א',א',1600 - 1800,יהדות-410,125
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,16627-01,א',א',1600 - 1800,יהדות-410,226
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,16828-01,א',ב',1200 - 1400,יהדות-410,226
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,16838-01,ב',ג',1000 - 1200,יהדות-410,226
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,16871-01,ב',ד',1400 - 1600,יהדות-410,225
מחלקה המחלקה ללימודי ארץ ישראל וארכיאולוגיה,16946-01,ב',ב',1600 - 1800,יהדות-404,101
