Faculty,Course,Semester,Day,Time,Building,Room
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83679-02,א' - 1.00,א',1600 - 1700,מ.ישראל-604,14
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83681-01,א' - 2.00,ב',1200 - 1400,הנדסה-1104,244
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83681-02,א' - 1.00,ב',1400 - 1500,הנדסה-1104,244
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83682-01,ב' - 3.00,ה',1300 - 1600,הנדסה-1104,243
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83682-02,ב' - 1.00,ה',1600 - 1700,הנדסה-1104,243
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83683-01,ב' - 2.00,ג',1000 - 1200,מ.ישראל-605,63
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83684-01,ב' - 2.00,ה',1300 - 1500,הנדסה-1104,244
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83684-02,ב' - 1.00,ה',1500 - 1600,הנדסה-1104,244
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83685-01,א' - 2.00,ד',1200 - 1400,מ.ישראל-605,64
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83685-02,א' - 1.00,ד',1400 - 1500,מ.ישראל-605,63
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83686-01,א' - 1.00,א',0900 - 1000,טרם שובץ,טרם שובץ
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83686-02,א' - 2.00,א',1000 - 1200,טרם שובץ,טרם שובץ
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83687-01,ב' - 2.00,ג',1700 - 1900,מעונות-A1300,2
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83689-01,א' - 2.00,ה',1000 - 1200,רוח-1002,305
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83689-02,א' - 1.00,ה',1200 - 1300,רוח-1002,305
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83691-01,א' - 2.00,ג',1500 - 1700,הנדסה-1105,271
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83691-02,א' - 1.00,ג',1700 - 1800,הנדסה-1105,271
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83692-01,א' - 2.00,א',1200 - 1400,הנדסה-1104,244
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83692-02,א' - 1.00,א',1400 - 1500,הנדסה-1104,244
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83695-01,ב' - 2.00,ה',1000 - 1200,הנדסה-1105,271
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83695-02,ב' - 1.00,ה',1200 - 1300,הנדסה-1105,271
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83696-01,ב' - 2.00,ה',1300 - 1500,הנדסה-1105,271
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83696-02,ב' - 1.00,ה',1500 - 1600,הנדסה-1105,271
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83697-01,א' - 2.00,ד',1600 - 1800,מ.ישראל-605,14
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83698-01,ב' - 2.00,ה',1300 - 1500,רוח-1002,61
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83699-01,ב' - 2.00,ב',0900 - 1100,הנדסה-1104,249
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83699-02,ב' - 1.00,ב',1100 - 1200,הנדסה-1104,249
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83704-01,ב' - 2.00,א',1100 - 1300,הנדסה-1104,42
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83704-02,ב' - 1.00,א',1300 - 1400,הנדסה-1104,42
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83705-01,א' - 3.00,א',1600 - 1900,הנדסה-1104,249
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83705-02,א' - 1.00,א',1900 - 2000,הנדסה-1104,249
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83706-01,א' - 2.00,ג',1600 - 1800,הנדסה-1104,249
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83707-01,א' - 2.00,ד',1300 - 1500,הנדסה-1105,53
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83707-02,א' - 1.00,ד',1200 - 1300,רוח-1002,305
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83707-03,א' - 1.00,ד',1500 - 1600,הנדסה-1105,53
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83707-04,ב' - 2.00,ג',1800 - 2000,הנדסה-1105,53
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83707-05,ב' - 1.00,ד',1200 - 1300,מעונות-A1300,1
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83709-01,ב' - 1.00,ג',1600 - 1700,הנדסה-1103,22
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83709-02,ב' - 2.00,ג',1700 - 1900,הנדסה-1103,22
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83709-03,ב' - 1.00,ג',1900 - 2000,הנדסה-1103,22
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83803-01,ב' - 3.00,ה',1600 - 1900,רוח-1002,203
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83803-02,ב' - 1.00,ה',1900 - 2000,רוח-1002,203
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83804-01,א' - 2.00,ה',1600 - 1800,הנדסה-1104,42
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83804-02,א' - 1.00,ה',1800 - 1900,הנדסה-1104,42
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83806-01,ב' - 3.00,ג',1600 - 1900,מעונות-A1300,1
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83810-01,"א' - 1.00
 ב' - 1.00","פרטי קורס  קולוקו לתואר שני
קוד קורס 83810-01
שם קורס באנגלית MSc Departmental Colloquium
מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין
פקולטה הנדסה
סוג מפגש קולוקו חובה
מרצה פרופ' רחלה פופובצר
פרופ' אורית שפי
שעות סמסטר א' - 1.00
סמסטר ב' - 1.00
נ""ז 2.00
הערה
לתשומת לבכם, יש להשלים את חובות הנוכחות בקורס (14 הרצאות של מרצים) במהלך שנתיים רצופות. . נדגיש שהרצאות של מאסטרנטים לא יכללו במניין 14 ההרצאות.
על הסטודנטים לערוך לעצמם רשימה באילו מפגשים נכחו
 ד'
שעה 1400 - 1500
בניין
הנדסה-1104
חדר
42
אפיונים מודל - אתר מלווה קורס
פרונטלי
תאריכי בחינות",1400 - 1500,הנדסה-1104,42
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83811-01,"א' - 1.00
 ב' - 1.00","פרטי קורס  קולוקו מחלקתי לתואר שלישי
קוד קורס 83811-01
שם קורס באנגלית PhD Departmental Colloquium
מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין
פקולטה הנדסה
סוג מפגש קולוקו רשות
מרצה פרופ' רחלה פופובצר
פרופ' אורית שפי
שעות סמסטר א' - 1.00
סמסטר ב' - 1.00
נ""ז 0.00
הערה
לתשומת לבכם, יש להשלים את חובות הנוכחות בקורס (14 הרצאות של מרצים) במהלך שנתיים רצופות. נדגיש שהרצאות של מאסטרנטים לא יכללו במניין 14 ההרצאות. קורס זה לא יחויב בשכ""ל ולא יעניק נק""ז.
על הסטודנטים לערוך רשימה באילו מפגשים נכחו
 ד'
שעה 1400 - 1500
בניין
הנדסה-1104
חדר
42
אפיונים מודל - אתר מלווה קורס
תאריכי בחינות",1400 - 1500,הנדסה-1104,42
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83812-01,ב' - 2.00,ב',1600 - 1800,טרם שובץ,טרם שובץ
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83815-01,א' - 2.00,ב',1000 - 1200,מעונות-A1300,1
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83815-02,א' - 1.00,ב',0900 - 1000,הנדסה-1104,42
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83816-01,ב' - 2.00,ד',1300 - 1500,הנדסה-1105,271
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83816-02,ב' - 1.00,ד',1500 - 1600,הנדסה-1105,271
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83819-01,א' - 2.00,ב',1600 - 1800,מעונות-A1300,2
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83834-01,א' - 2.00,א',1700 - 1900,רוח-1005,201
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83835-01,ב' - 2.00,ד',1700 - 1900,רוח-1002,102
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83841-01,ב' - 2.00,א',1600 - 1800,רוח-1002,202
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83860-01,"א' - 1.00
 ב' - 1.00",סוג מפגש קולוקו חובה,1600 - 1700,טבע-203,226
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83867-01,א' - 2.00,ד',1700 - 1900,הנדסה-1104,243
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83867-02,א' - 1.00,ד',1900 - 2000,הנדסה-1104,243
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83876-01,ב' - 2.00,א',1800 - 2000,רוח-1002,202
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83879-01,א' - 3.00,ג',1600 - 1900,מ.ישראל-507,"חובה בהנדסת נתונים, בחירה  ביצועים"
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83880-01,ב' - 2.00,א',1800 - 2000,רוח-1002,203
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83881-01,ב' - 2.00,ד',1700 - 1900,רוח-1002,61
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83892-01,א' - 2.00,ב',1800 - 2000,רוח-1002,202
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83893-01,א' - 3.00,ד',1600 - 1900,רוח-1005,109
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83893-02,א' - 1.00,ד',1900 - 2000,הנדסה-1104,249
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83894-01,א' - 2.00,ג',1600 - 1800,חדר מחלקה,מחלקה
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83894-02,א' - 1.00,ג',1800 - 1900,חדר מחלקה,מחלקה
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83901-01,ב' - 2.00,א',1600 - 1800,מעונות-A1300,1
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83901-02,ב' - 1.00,א',1800 - 1900,מעונות-A1300,1
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83901-03,ב' - 1.00,א',1900 - 2000,מעונות-A1300,1
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83905-01,א' - 2.00,ג',1800 - 2000,הנדסה-1104,244
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83908-01,ב' - 2.00,ה',1700 - 1900,רוח-1002,102
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83909-01,א' - 2.00,א',1800 - 2000,הנדסה-1104,244
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83910-01,"א' - 1.00
 ב' - 1.00",ב',1700 - 1800,רוח-1002,102
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83911-01,ב' - 3.00,"ב',ג'","1800 - 2000
1600 - 1700","רוח-1005
רוח-1002","112
102"
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83915-01,ב' - 3.00,א',1800 - 2100,רוח-1002,102
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83915-02,ב' - 1.00,ג',1800 - 1900,רוח-1002,102
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83916-01,ב' - 2.00,ד',1500 - 1700,מ.ישראל-605,14
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83916-02,ב' - 1.00,ד',1700 - 1800,הנדסה-1102,2
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83921-01,א' - 2.00,ד',1700 - 1900,מ.ישראל-604,105
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83925-01,א' - 3.00,ד',1600 - 1900,רוח-1002,102
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83945-01,ב' - 2.00,ב',1700 - 1900,מ.ישראל-504,2
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83946-01,ב' - 2.00,א',1700 - 1900,רוח-1005,201
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83950-01,א' - 2.00,א',1800 - 2000,רוח-1002,203
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83954-01,ב' - 3.00,ה',1700 - 2000,הנדסה-1105,271
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83972-01,א' - 2.00,ה',1600 - 1800,רוח-1002,203
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83977-01,ב' - 2.00,ד',1800 - 2000,הנדסה-1105,271
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83978-01,ב' - 2.00,ב',1800 - 2000,הנדסה-1104,243
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83978-02,ב' - 1.00,ג',1600 - 1700,הנדסה-1104,243
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83984-01,ב' - 2.00,ד',1900 - 2100,הנדסה-1104,243
מחלקה המחלקה לכימיה,84101-01,א' - 2.00,ב',1600 - 1800,טבע-211,112
מחלקה המחלקה לכימיה,84101-02,א' - 2.00,ב',0900 - 1100,סטודנטים-105,1
מחלקה המחלקה לכימיה,84101-03,א' - 2.00,ד',1000 - 1200,יהדות-403,113
מחלקה המחלקה לכימיה,84102-01,א' - 4.00,"ד',ה'","1600 - 1800
1400 - 1600","יהדות-402
משפטים-305","63
4"
מחלקה המחלקה לכימיה,84102-02,א' - 2.00,א',1000 - 1200,סטודנטים-105,106
מחלקה המחלקה לכימיה,84102-03,א' - 2.00,ה',1600 - 1800,משפטים-304,3
מחלקה המחלקה לכימיה,84102-10,ב' - 4.00,א',0800 - 1000,חדר מחלקה,מחלקה
מחלקה המחלקה לכימיה,84102-11,ב' - 2.00,ו',0800 - 1000,חדר מחלקה,מחלקה
מחלקה המחלקה לכימיה,84103-01,ב' - 3.00,"ג',ד'","1500 - 1700
1600 - 1700","טבע-211
משפטים-306","112
111"
מחלקה המחלקה לכימיה,84103-02,ב' - 2.00,ד',1000 - 1200,טבע-211,112
מחלקה המחלקה לכימיה,84103-03,ב' - 2.00,ד',1700 - 1900,טבע-211,112
מחלקה המחלקה לכימיה,84104-01,ב' - 3.00,"ב',ג'","1200 - 1400
1400 - 1500","סטודנטים-105
טבע-211","106
112"
מחלקה המחלקה לכימיה,84104-02,ב' - 2.00,ב',0800 - 1000,סטודנטים-105,102
מחלקה המחלקה לכימיה,84104-03,ב' - 2.00,ג',1200 - 1400,סטודנטים-105,102
מחלקה המחלקה לכימיה,84104-04,ב' - 2.00,ב',0800 - 1000,מ.ישראל-504,5
מחלקה המחלקה לכימיה,84105-01,א' - 4.00,א',1000 - 1400,טבע-207,201
מחלקה המחלקה לכימיה,84105-02,א' - 4.00,א',1600 - 2000,טבע-207,201
מחלקה המחלקה לכימיה,84105-03,א' - 4.00,ג',1400 - 1800,טבע-207,201
מחלקה המחלקה לכימיה,84106-01,ב' - 4.00,א',1000 - 1400,טבע-207,201
מחלקה המחלקה לכימיה,84106-02,ב' - 4.00,ה',1000 - 1400,טבע-207,201
מחלקה המחלקה לכימיה,84106-03,ב' - 4.00,ה',1600 - 2000,טבע-207,201
מחלקה המחלקה לכימיה,84107-01,א' - 2.00,א',1400 - 1600,טבע-207,1
מחלקה המחלקה לכימיה,84107-02,א' - 1.00,ב',1100 - 1200,סטודנטים-105,105
מחלקה המחלקה לכימיה,84107-03,א' - 1.00,ד',1800 - 1900,סטודנטים-102,4
מחלקה המחלקה לכימיה,84109-01,"א' - 4.00
 ב' - 4.00",ג',"0900 - 1300
0800 - 1200",טבע-207,201
מחלקה המחלקה לכימיה,84171-01,א' - 4.00,"ד',ה'","1200 - 1400
1200 - 1400","יהדות-403
משפטים-305","101
4"
מחלקה המחלקה לכימיה,84171-02,א' - 2.00,ב',1200 - 1400,סטודנטים-105,101
מחלקה המחלקה לכימיה,84171-03,א' - 2.00,ה',1000 - 1200,יהדות-403,2
מחלקה המחלקה לכימיה,84172-01,ב' - 4.00,"א',ה'","1400 - 1600
1400 - 1600",סטודנטים-105,"1
2"
מחלקה המחלקה לכימיה,84172-02,ב' - 2.00,א',1600 - 1800,סטודנטים-105,4
מחלקה המחלקה לכימיה,84172-03,ב' - 2.00,ד',1200 - 1400,טבע-211,112
מחלקה המחלקה לכימיה,84181-01,א' - 4.00,"ב',ד'","1400 - 1600
1400 - 1600","סטודנטים-105
יהדות-403","61
101"
מחלקה המחלקה לכימיה,84181-02,א' - 2.00,ב',1200 - 1400,סטודנטים-105,2
מחלקה המחלקה לכימיה,84181-03,א' - 2.00,ה',1800 - 2000,טבע-211,112
מחלקה המחלקה לכימיה,84182-01,ב' - 4.00,"ב',ד'","1400 - 1600
1400 - 1600",טבע-211,112
מחלקה המחלקה לכימיה,84182-02,ב' - 2.00,א',1800 - 2000,טבע-211,112
מחלקה המחלקה לכימיה,84182-03,ב' - 2.00,ג',1200 - 1400,טבע-211,112
מחלקה המחלקה לכימיה,84184-01,ב' - 2.00,ב',1000 - 1200,טבע-202,202
מחלקה המחלקה לכימיה,84184-02,ב' - 2.00,ג',1700 - 1900,טבע-202,202
"פרטי קורס : שעות מחלקה
קוד קורס 84199-01
שם קורס באנגלית Departmental Hours
מחלקה המחלקה לכימיה
פקולטה מדעים מדויקים
סוג מפגש ש.מחלקה
מרצה
שעות סמסטר א' - 2.00
סמסטר ב' - 2.00
נ""ז 0.00
הערה
יום ב'
שעה 18:00 - 20:00
בניין
טבע-211
חדר
112
אפיונים מודל - אתר מלווה קורס
פרונטלי
תאריכי בחינות",84199-01,"א' - 2.00
 ב' - 2.00",ב',1800 - 2000,טבע-211,112
מחלקה המחלקה לכימיה,84205-01,א' - 3.00,"א',ה'","1200 - 1400
1300 - 1400","סטודנטים-105
טבע-203","106
221"
מחלקה המחלקה לכימיה,84205-02,א' - 2.00,ג',1600 - 1800,טבע-211,112
מחלקה המחלקה לכימיה,84205-03,א' - 2.00,ב',1600 - 1800,סטודנטים-105,105
מחלקה המחלקה לכימיה,84205-10,ב' - 3.00,ו',0800 - 1000,חדר מחלקה,מחלקה
מחלקה המחלקה לכימיה,84206-01,ב' - 2.00,א',1400 - 1600,טבע-211,112
מחלקה המחלקה לכימיה,84206-02,ב' - 2.00,ה',1100 - 1300,סטודנטים-102,4
מחלקה המחלקה לכימיה,84206-03,ב' - 2.00,ה',1500 - 1700,סטודנטים-102,4
מחלקה המחלקה לכימיה,84206-10,ב' - 2.00,א',0800 - 1000,טבע-211,112
מחלקה המחלקה לכימיה,84206-11,ב' - 2.00,ו',0800 - 1000,חדר מחלקה,מחלקה
מחלקה המחלקה לכימיה,84209-01,א' - 4.00,"א',ג'","1000 - 1200
1000 - 1200","טבע-211
טבע-203","112
221"
מחלקה המחלקה לכימיה,84209-02,א' - 2.00,א',1400 - 1600,סטודנטים-105,102
מחלקה המחלקה לכימיה,84209-03,א' - 2.00,ג',0800 - 1000,סטודנטים-105,101
מחלקה המחלקה לכימיה,84210-01,ב' - 4.00,"ב',ה'","1000 - 1200
1300 - 1500","טבע-211
סטודנטים-105","112
1"
מחלקה המחלקה לכימיה,84210-02,ב' - 2.00,ב',1600 - 1800,טבע-211,112
מחלקה המחלקה לכימיה,84210-03,ב' - 2.00,ד',1500 - 1700,סטודנטים-102,4
מחלקה המחלקה לכימיה,84211-01,א' - 4.00,ד',0900 - 1300,טבע-207,6
מחלקה המחלקה לכימיה,84211-02,א' - 4.00,ד',1300 - 1700,טבע-207,6
מחלקה המחלקה לכימיה,84211-03,א' - 4.00,ה',0900 - 1300,טבע-207,6
מחלקה המחלקה לכימיה,84211-04,א' - 4.00,ד',0900 - 1300,טבע-207,6
מחלקה המחלקה לכימיה,84214-01,ב' - 4.00,ג',1200 - 1600,טבע-207,4
מחלקה המחלקה לכימיה,84214-02,ב' - 4.00,ד',0900 - 1300,טבע-207,4
מחלקה המחלקה לכימיה,84214-03,ב' - 4.00,ד',1300 - 1700,טבע-207,4
מחלקה המחלקה לכימיה,84214-04,ב' - 4.00,ד',1300 - 1700,חדר מחלקה,מחלקה
מחלקה המחלקה לכימיה,84214-05,ב' - 4.00,ד',1300 - 1700,חדר מחלקה,מחלקה
מחלקה המחלקה לכימיה,84214-10,ב' - 4.00,א',0800 - 1000,טבע-207,4
מחלקה המחלקה לכימיה,84216-01,א' - 4.00,ד',0900 - 1300,טבע-207,101
מחלקה המחלקה לכימיה,84216-02,א' - 4.00,ד',1300 - 1700,טבע-207,101
מחלקה המחלקה לכימיה,84216-03,א' - 4.00,ה',0900 - 1300,טבע-207,101
מחלקה המחלקה לכימיה,84217-01,ב' - 4.00,ג',1200 - 1600,טבע-207,101
מחלקה המחלקה לכימיה,84217-02,ב' - 4.00,ד',0800 - 1200,טבע-207,101
מחלקה המחלקה לכימיה,84217-03,ב' - 4.00,ה',0900 - 1300,טבע-207,101
מחלקה המחלקה לכימיה,84217-04,ב' - 4.00,ה',0900 - 1300,סטודנטים-105,102
מחלקה המחלקה לכימיה,84224-01,ב' - 2.00,ב',1400 - 1600,סטודנטים-105,102
מחלקה המחלקה לכימיה,84224-02,ב' - 1.00,ב',0900 - 1000,סטודנטים-105,2
מחלקה המחלקה לכימיה,84224-03,ב' - 1.00,ג',1700 - 1800,טבע-211,112
מחלקה המחלקה לכימיה,84225-01,ב' - 3.00,"א',ב'","1600 - 1700
1200 - 1400",טבע-211,112
מחלקה המחלקה לכימיה,84225-02,ב' - 1.00,א',1100 - 1200,סטודנטים-105,102
מחלקה המחלקה לכימיה,84225-03,ב' - 1.00,ג',1600 - 1700,סטודנטים-105,3
מחלקה המחלקה לכימיה,84237-01,א' - 2.00,ה',1400 - 1600,סטודנטים-105,104
מחלקה המחלקה לכימיה,84237-02,א' - 1.00,ה',1600 - 1700,סטודנטים-105,101
מחלקה המחלקה לכימיה,84237-03,א' - 1.00,ב',1100 - 1200,סטודנטים-105,1
מחלקה המחלקה לכימיה,84273-01,א' - 4.00,"ב',ג'","1200 - 1400
1200 - 1400","משפטים-305
מ.ישראל-604","6
14"
מחלקה המחלקה לכימיה,84273-02,א' - 2.00,ב',1400 - 1600,סטודנטים-105,101
מחלקה המחלקה לכימיה,84273-03,א' - 2.00,ג',1600 - 1800,סטודנטים-105,1
מחלקה המחלקה לכימיה,84291-01,ב' - 2.00,א',1200 - 1400,טבע-211,112
מחלקה המחלקה לכימיה,84291-02,ב' - 2.00,א',1700 - 1900,טבע 211-2,22
מחלקה המחלקה לכימיה,84291-03,ב' - 2.00,ד',1300 - 1500,טבע 211-2,22
מחלקה המחלקה לכימיה,84291-04,ב' - 2.00,ה',0900 - 1100,טבע 211-2,22
מחלקה המחלקה לכימיה,84291-05,ב' - 2.00,א',0900 - 1100,טבע 211-2,22
מחלקה המחלקה לכימיה,84294-01,ב' - 2.00,ג',1000 - 1200,סטודנטים-102,2
מחלקה המחלקה לכימיה,84296-01,ב' - 2.00,ה',1700 - 1900,סטודנטים-105,106
"פרטי קורס : שעות מחלקה
קוד קורס 84299-01
שם קורס באנגלית Departmental Hours
מחלקה המחלקה לכימיה
פקולטה מדעים מדויקים
סוג מפגש ש.מחלקה
מרצה מחלקה מרצי
שעות סמסטר א' - 4.00
סמסטר ב' - 4.00
נ""ז 0.00
הערה
יום ב',ג'
שעה 18:00 - 20:00
18:00 - 20:00
בניין
חדר מחלקה
טבע-211
חדר
999
112
אפיונים מודל - אתר מלווה קורס
פרונטלי
תאריכי בחינות",84299-01,"א' - 4.00
 ב' - 4.00","ב',ג'","1800 - 2000
1800 - 2000","חדר מחלקה
טבע-211",מחלקה
מחלקה המחלקה לכימיה,84301-01,א' - 2.00,א',1200 - 1400,משפטים-305,6
מחלקה המחלקה לכימיה,84301-02,א' - 1.00,א',1800 - 1900,סטודנטים-105,101
מחלקה המחלקה לכימיה,84301-03,א' - 1.00,ג',1000 - 1100,סטודנטים-105,102
מחלקה המחלקה לכימיה,84302-01,ב' - 2.00,ג',1200 - 1400,סטודנטים-105,2
מחלקה המחלקה לכימיה,84302-02,ב' - 1.00,ג',1000 - 1100,טבע-211,112
מחלקה המחלקה לכימיה,84307-01,א' - 2.00,ה',1200 - 1400,סטודנטים-105,102
מחלקה המחלקה לכימיה,84307-02,א' - 1.00,ב',0800 - 0900,טבע-211,112
מחלקה המחלקה לכימיה,84307-03,א' - 1.00,ד',0900 - 1000,סטודנטים-105,101
מחלקה המחלקה לכימיה,84309-01,ב' - 2.00,ד',1400 - 1600,סטודנטים-105,2
מחלקה המחלקה לכימיה,84309-02,ב' - 1.00,א',1100 - 1200,טבע-211,112
מחלקה המחלקה לכימיה,84310-01,א' - 2.00,ג',1400 - 1600,סטודנטים-105,105
מחלקה המחלקה לכימיה,84310-02,א' - 1.00,ג',1700 - 1800,סטודנטים-102,4
